id,name,satno,cospar id,vimpel id,object class,mass(kg),shape,length(m),height(m),depth(m),re-entry epoch,max cross section (m2),min cross section (m2),avg cross section (m2)
40898,Zheda Pixing 2A,40901,2015-049C,,Payload,12,Box + 1 Truss,0.25,0.25,1,,0.108253175473055,0.0625,0.09375
40899,Zheda Pixing 2B,40902,2015-049D,,Payload,12,Box + 1 Truss,0.25,0.25,1,,0.108253175473055,0.0625,0.09375
40900,XW-2A,40903,2015-049E,,Payload,25,Box,0.4,0.4,0.4,,0.27712812921102,0.16,0.24
40901,Kaituo-1,40904,2015-049F,,Payload,130,Box,1,1,1,,1.73205080756888,1,1.5
40902,Naxing-2,40905,2015-049G,,Payload,20,Box,0.4,0.4,0.4,,0.27712812921102,0.16,0.24
40903,XW-2C,40906,2015-049H,,Payload,10,Box,0.246,0.246,0.246,,0.104816786670838,0.060516,0.090774
40904,XW-2D,40907,2015-049J,,Payload,10,Box,0.246,0.246,0.246,,0.104816786670838,0.060516,0.090774
40905,Zidingxiang-2,40908,2015-049K,,Payload,11,Box,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06
40906,XW-2E,40909,2015-049L,,Payload,1.5,Box,0.116,0.116,0.116,,0.0233064756666468,0.013456,0.020184
40907,XW-2F,40910,2015-049M,,Payload,1.5,Box,0.116,0.116,0.116,,0.0233064756666468,0.013456,0.020184
40908,XW-2B,40911,2015-049N,,Payload,10,Box,0.246,0.246,0.246,,0.104816786670838,0.060516,0.090774
40909,DCBB,40912,2015-049P,,Payload,3,Box,0.1,0.2,0.2,,0.0489897948556636,0.02,0.04
40910,PBV (Long March (CZ) 6),40913,2015-049Q,,Rocket Body,1000,Cyl,2.25,4,4,,9.83916652313633,3.97607820219958,9.05662257167683
40911,DMSP Block 5D-2 F-6 fragmentation debris,40914,1982-118G,,Payload Fragmentation Debris,,,,,,,,,
40912,DMSP Block 5D-2 F-6 fragmentation debris,40915,1982-118H,,Payload Fragmentation Debris,,,,,,,,,
40913,DMSP Block 5D-2 F-6 fragmentation debris,40916,1982-118J,,Payload Fragmentation Debris,,,,,,,,,
40914,DMSP Block 5D-2 F-6 fragmentation debris,40917,1982-118K,,Payload Fragmentation Debris,,,,,,,,,
40915,DMSP Block 5D-2 F-6 fragmentation debris,40918,1982-118L,,Payload Fragmentation Debris,,,,,,,,,
40916,DMSP Block 5D-2 F-6 fragmentation debris,40919,1982-118M,,Payload Fragmentation Debris,,,,,,,,,
40917,Cosmos-2507,40920,2015-050A,,Payload,225,Cyl + 1 Ant,0.8,1.6,7,,2.06674254341404,0.502654824574367,1.58330372810258
40918,Cosmos-2508,40921,2015-050B,,Payload,225,Cyl + 1 Ant,0.8,1.6,7,,2.06674254341404,0.502654824574367,1.58330372810258
40919,Cosmos-2509,40922,2015-050C,,Payload,225,Cyl + 1 Ant,0.8,1.6,7,,2.06674254341404,0.502654824574367,1.58330372810258
40920,Briz-KM (Rokot-KM),40923,2015-050D,,Rocket Body,2370,Cyl,2.6,4.1,4.1,,11.9089956390097,5.30929158456675,11.0269902141002
40921,Cosmos-1700 debris,40924,1985-102G,143530,Payload Debris,,,,,,,,,
40922,Pujian-1,40925,2015-051A,,Payload,300,Hex Cyl,0.5,1.5,1.5,,0.767376822363042,0.162379763209582,0.643689881604791
40923,NJFA-1,40926,2015-051B,,Payload,2.9,Box,0.114,0.343,0.343,27/02/2021,0.129997,0.039102,0.0979265
40924,NJUST-2,40927,2015-051C,,Payload,1.7,Box,0.114,0.239,0.239,31/03/2021,0.0689020875808564,0.027246,0.0558065
40925,Shangkeda-2,40928,2015-051D,,Payload,1.7,Box,0.114,0.239,0.239,,0.0689020875808564,0.027246,0.0558065
40926,Long March (CZ) 11 Stage 4,40929,2015-051E,,Rocket Body,500,Cyl,1.5,1.5,1.5,02/10/2015,1.90410884345596,0.950331777710913,1.77107285846125
40927,ASTROSAT,40930,2015-052A,,Payload,1513,Box + 2 Pan,1.3,2,7,,9.97504994978779,1.69,5.44693333333333
40928,LAPAN-A2/ORARI,40931,2015-052B,,Payload,76,Box,0.6,0.8,0.8,,0.932952303175248,0.48,0.8
40929,exactView-9,40936,2015-052G,,Payload,5.5,Box,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06
40930,Lemur-2 Joel,40932,2015-052C,,Payload,4,Box,0.1,0.3,0.3,,0.1674,0.0222,0.0933058823529411
40931,Lemur-2 Peter,40934,2015-052E,,Payload,4,Box,0.1,0.3,0.3,,0.1674,0.0222,0.0933058823529411
40932,Lemur-2 Jeroen,40935,2015-052F,,Payload,4,Box,0.1,0.3,0.3,,0.1674,0.0222,0.0933058823529411
40933,Lemur-2 Chris,40933,2015-052D,,Payload,4,Box,0.1,0.3,0.3,,0.1674,0.0222,0.0933058823529411
40934,PSLV fourth stage (PS4) (PSLV-XL),40937,2015-052H,,Rocket Body,920,Cyl + Cyl + 2 Nozzle,2.8,2.7,2.7,,6.24736779780808,3.14159265358979,5.81194640914112
40935,Beidou DW 20,40938,2015-053A,,Payload,1150,Box + 2 Pan,1.7,3,18,,29.9385644630434,2.89,13.9977333333333
40936,H-18 (Long March (CZ) YF) (Long March (CZ) 3B),40939,2015-053B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,08/04/2016,37.8656159633052,7.06858347057703,32.7511034136736
40937,Sky Muster,40940,2015-054A,,Payload,6440,Box + 2 Pan,3,8.5,26,,92.3690351140587,9,48.4926666666667
40938,ARSAT-2,40941,2015-054B,,Payload,2977,Box + 2 Pan,1.8,4.9,16.3,,33.7678193978945,3.24,17.4579333333333
40939,ESC-A (Ariane 5ECA),40942,2015-054C,,Rocket Body,5000,Cyl + 1 Nozzle,5.5,7,7,,44.7172401346055,23.3282889483127,41.627084407769
40940,Ariane 5 operational debris (Sylda adapter),40943,2015-054D,,Rocket Mission Related Object,440,Cyl,4.5,5.5,5.5,20/02/2020,29.4195456443519,15.9043128087983,27.390760948486
40941,Progress M-29M,40944,2015-055A,,Payload,7290,Cyl + Sphere + Cone + 2 Pan,2.7,7.9,7.9,08/04/2016,22.085082130326,5.7255526111674,19.6153191308513
40942,Blok-I (Soyuz-U PVB),40945,2015-055B,,Rocket Body,2350,Cyl,2.7,6.7,6.7,03/10/2015,18.9744579027504,5.7255526111674,17.0706290814435
40943,Morelos 3,40946,2015-056A,,Payload,5400,Box + 2 Pan + 1 Dish,3,9,41,,130.430894786565,9,62.0426666666667
40944,Centaur-5 SEC (Atlas V 421),40947,2015-056B,,Rocket Body,2020,Cyl + 1 Nozzle,3.1,11.7,11.7,,37.0470014749928,7.54767635024948,32.2602295615502
40945,AAUSAT-5,40948,1998-067GZ,,Payload,1,Box,0.1,0.1,0.1,15/03/2016,0.0173205080756888,0.01,0.015
40946,GOMX-3,40949,1998-067HA,,Payload,4,Box,0.1,0.3,0.3,18/10/2016,0.099498743710662,0.03,0.075
40947,Flock 2b-1,40950,1998-067HB,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,22/09/2016,0.1911,0.0223,0.107892647058823
40948,Flock 2b-2,40951,1998-067HC,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,02/10/2016,0.1911,0.0223,0.107892647058823
40949,Flock 2b-3,40952,1998-067HD,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,14/10/2016,0.1911,0.0223,0.107892647058823
40950,Flock 2b-4,40953,1998-067HE,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,17/10/2016,0.1911,0.0223,0.107892647058823
40951,Flock 2b-5,40954,1998-067HF,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,25/09/2016,0.1911,0.0223,0.107892647058823
40952,Flock 2b-6,40955,1998-067HG,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,22/08/2016,0.1911,0.0223,0.107892647058823
40953,Flock 2b-7,40956,1998-067HH,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,21/09/2016,0.1911,0.0223,0.107892647058823
40954,Flock 2b-8,40957,1998-067HJ,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,22/05/2016,0.1911,0.0223,0.107892647058823
40955,Jilin-1 Jishu Yanzheng,40958,2015-057A,,Payload,50,Box,0.4,0.6,0.6,,0.494772675074119,0.24,0.42
40956,Jilin-1 Shipin 1,40959,2015-057B,,Payload,95,Box,1,1.5,1.5,,3.09232921921325,1.5,2.625
40957,Jilin-1 Shipin 2,40960,2015-057C,,Payload,95,Box,1,1.5,1.5,,3.09232921921325,1.5,2.625
40958,Jilin-1 Optical A,40961,2015-057D,,Payload,420,Box,1.5,2,2,,5.8309518948453,3,5
40959,Flock 2b-10,40962,1998-067HK,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,12/10/2016,0.1911,0.0223,0.107892647058823
40960,Flock 2b-9,40963,1998-067HL,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,16/10/2016,0.1911,0.0223,0.107892647058823
40961,USA 264,40964,2015-058A,,Payload,,Cyl,,,,,,,
40962,Aerocube 5C,40965,2015-058B,,Payload,2,Box,0.1,0.2,0.2,,0.0489897948556636,0.02,0.04
40963,Aerocube 7A,40966,2015-058C,,Payload,2,Box,0.1,0.2,0.2,,0.0489897948556636,0.02,0.04
40964,AMSAT AO-85,40967,2015-058D,,Payload,1,Box,0.1,0.1,0.1,,0.0173205080756888,0.01,0.015
40965,BisonSat,40968,2015-058E,,Payload,1,Box,0.1,0.1,0.1,,0.0173205080756888,0.01,0.015
40966,ARC-1,40969,2015-058F,,Payload,1,Box,0.1,0.1,0.1,,0.0173205080756888,0.01,0.015
40967,SNAP-3 ALICE,40970,2015-058G,,Payload,4.5,Box + 8 Pan,0.1,0.3,0.5,,0.172743780287314,0.01,0.0851333333333333
40968,LMRST,40971,2015-058H,,Payload,3,Box,0.1,0.3,0.3,,0.099498743710662,0.03,0.075
40969,SNAP-3 EDDIE,40972,2015-058J,,Payload,4.5,Box + 8 Pan,0.1,0.3,0.5,,0.172743780287314,0.01,0.0851333333333333
40970,PropCube Merryweather,40973,2015-058K,,Payload,1,Box,0.1,0.1,0.1,,0.0173205080756888,0.01,0.015
40971,SINOD-D-1,40974,2015-058L,,Payload,2,Box,0.1,0.2,0.2,,0.0489897948556636,0.02,0.04
40972,SNAP-3 JIMI,40975,2015-058M,,Payload,4.5,Box + 8 Pan,0.1,0.3,0.5,,0.172743780287314,0.01,0.0851333333333333
40973,PropCube Flora,40976,2015-058N,,Payload,1,Box,0.1,0.1,0.1,,0.0173205080756888,0.01,0.015
40974,SINOD-D-3,40977,2015-058P,,Payload,2,Box,0.1,0.2,0.2,,0.0489897948556636,0.02,0.04
40976,Flock 2b-13,40979,1998-067HM,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,11/10/2016,0.1911,0.0223,0.107892647058823
40977,Flock 2b-14,40980,1998-067HN,,Payload,5,Box + 2 Pan,0.1,0.3,0.3,12/09/2016,0.1911,0.0223,0.107892647058823
40978,USA 264 P/L 2,40981,2015-058R,,Payload,,Cyl,,,,,,,
40979,Apstar 9,40982,2015-059A,,Payload,5000,Box + 2 Pan,2.5,5,30,,73.750702040974,6.25,34.0633333333333
40980,H-18 (Long March (CZ) YF) (Long March (CZ) 3B),40983,2015-059B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,15/01/2016,37.8656159633052,7.06858347057703,32.7511034136736
40981,Turksat 4B,40984,2015-060A,,Payload,4928,Box + 2 Pan,3.8,6.2,25.3,,101.673751335192,14.44,52.6586
40982,Briz-M (Proton-M/Briz-M),40985,2015-060B,,Rocket Body,1600,Cyl,2.5,2.6,2.6,,16.3117647854985,10.4,14.451326206513
40983,Briz-M auxiliary tank (DTB),40986,2015-060C,,Rocket Mission Related Object,1000,Torus,4,2.1,4,,12.5663706143592,7.45360590058275,8.21789806830189
40984,Fengyun 2E operational debris (S-VISSR radiometre cover),40987,2008-066D,143534,Payload Mission Related Object,,Cyl,,,,,,,
40985,Tianhui 1-03,40988,2015-061A,,Payload,1000,Box + 2 Pan,1,1,3,,3.33225579443775,1,2.04533333333333
40986,Meteosat 11 (MSG 4) operational debris (Cooler Cover),40989,2015-034E,141802,Payload Mission Related Object,8.4,Cyl,1.55,0.1,1.55,,1.89327458204224,0.155,1.06519625910779
40987,Meteosat 11 (MSG 4) operational debris (SEVIRI Entry Baffle Cover),40990,2015-034F,140203,Payload Mission Related Object,3.9,Box,1.25,0.01,0.68,,0.850119103420221,0.0068,0.43465
40988,Atlas V second stage (Centaur) debris,40991,2015-044C,68904,Rocket Debris,,,,,,,,,
40989,Iridium 33 fragmentation debris,40992,1997-051ABE,,Payload Fragmentation Debris,,,,,,,,,
40990,Iridium 33 fragmentation debris,40993,1997-051ABF,,Payload Fragmentation Debris,,,,,,,,,
40991,Iridium 33 fragmentation debris,40994,1997-051ABG,,Payload Fragmentation Debris,,,,,,,,,
40992,Iridium 33 fragmentation debris,40995,1997-051ABH,,Payload Fragmentation Debris,,,,,,,,,
40993,Iridium 33 fragmentation debris,40996,1997-051ABJ,,Payload Fragmentation Debris,,,,,,,,,
40994,Iridium 33 fragmentation debris,40997,1997-051ABK,,Payload Fragmentation Debris,,,,,,,,,
40995,Iridium 33 fragmentation debris,40998,1997-051ABL,,Payload Fragmentation Debris,,,,,,,,,
40996,Fengyun 1C debris,40999,1999-025EXD,,Payload Fragmentation Debris,,,,,,,,,
40997,Fengyun 1C debris,41000,1999-025EXE,,Payload Fragmentation Debris,,,,,,,,,
40998,Fengyun 1C debris,41001,1999-025EXF,,Payload Fragmentation Debris,,,,,,,,,
40999,Fengyun 1C debris,41002,1999-025EXG,,Payload Fragmentation Debris,,,,,,,,,
41000,Fengyun 1C debris,41003,1999-025EXH,,Payload Fragmentation Debris,,,,,,,,,
41001,Fengyun 1C debris,41004,1999-025EXJ,,Payload Fragmentation Debris,,,,,,,,,
41002,Fengyun 1C debris,41005,1999-025EXK,,Payload Fragmentation Debris,,,,,,,,,
41003,Fengyun 1C debris,41006,1999-025EXL,,Payload Fragmentation Debris,,,,,,,,,
41004,Fengyun 1C debris,41007,1999-025EXM,,Payload Fragmentation Debris,,,,,,,,,
41005,Fengyun 1C debris,41008,1999-025EXN,,Payload Fragmentation Debris,,,,,,,,,
41006,Fengyun 1C debris,41009,1999-025EXP,,Payload Fragmentation Debris,,,,,,,,,
41007,Fengyun 1C debris,41010,1999-025EXQ,,Payload Fragmentation Debris,,,,,,,,,
41008,Fengyun 1C debris,41011,1999-025EXR,,Payload Fragmentation Debris,,,,,,,,,
41009,Fengyun 1C debris,41012,1999-025EXS,,Payload Fragmentation Debris,,,,,,,,,
41010,Fengyun 1C debris,41013,1999-025EXT,,Payload Fragmentation Debris,,,,,,,,,
41011,Fengyun 1C debris,41014,1999-025EXU,,Payload Fragmentation Debris,,,,,,,,,
41012,Fengyun 1C debris,41015,1999-025EXV,,Payload Fragmentation Debris,,,,,,,,,
41013,Fengyun 1C debris,41016,1999-025EXW,,Payload Fragmentation Debris,,,,,,,,,
41014,Fengyun 1C debris,41017,1999-025EXX,,Payload Fragmentation Debris,,,,,,,,,
41015,Fengyun 1C debris,41018,1999-025EXY,,Payload Fragmentation Debris,,,,,,,,,
41016,GPS IIF-11,41019,2015-062A,,Payload,1630,Box + 2 Pan,1.8,2.5,18,,30.4698406635167,3.24,13.9596
41017,Centaur-5 SEC (Atlas V 401),41020,2015-062B,,Rocket Body,2020,Cyl + 1 Nozzle,3.1,11.7,11.7,,37.0470014749928,7.54767635024948,32.2602295615502
41018,Chinasat 2C,41021,2015-063A,,Payload,5000,Box + 2 Pan,2.5,5,30,,73.750702040974,6.25,34.0633333333333
41019,H-18 (Long March (CZ) YF) (Long March (CZ) 3B),41022,2015-063B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,,37.8656159633052,7.06858347057703,32.7511034136736
41020,CZ-2D operational debris (sep motor cover),41023,2015-061B,,Rocket Mission Related Object,,,,,,,,,
41021,CZ-2D operational debris (sep motor cover),41024,2015-061C,,Rocket Mission Related Object,,,,,,,,,
41022,Tianhui 1-03 debris,41025,2015-061D,,Payload Debris,,,,,,,,,
41023,Yaogan Weixing 28,41026,2015-064A,,Payload,3000,Box + 2 Pan,2,2,8,,16.5284440605881,4,9.23066666666667
41024,L-14B (YF40B) (Long March (CZ) 4B),41027,2015-064B,,Rocket Body,1000,Cyl,2.9,7.5,7.5,26/12/2015,22.7308413381477,6.60519855417254,20.3850093309808
41025,GSAT 15,41028,2015-065A,,Payload,3165,Box + 2 Pan,1.8,4,15.5,,30.4138886074414,3.24,15.4512666666667
41026,Badr 7,41029,2015-065B,,Payload,5799,Box + 2 Pan,2.4,3.9,30.8,,68.9647082114091,5.76,30.5234666666667
41027,ESC-A (Ariane 5ECA),41030,2015-065C,,Rocket Body,5000,Cyl + 1 Nozzle,5.5,7,7,,44.7172401346055,23.3282889483127,41.627084407769
41028,Ariane 5 operational debris (Sylda adapter),41031,2015-065D,,Rocket Mission Related Object,440,Cyl,4.5,5.5,5.5,,29.4195456443519,15.9043128087983,27.390760948486
41029,Cosmos-2510,41032,2015-066A,,Payload,2500,Box + 2 Pan,2,4,10,,24.8002899967149,4,14.304
41030,Blok-I (Soyuz-2-1B),41033,2015-066B,,Rocket Body,1000,Cyl,3.3,1.7,3.3,,7.16453399258154,4.522,6.33015211735075
41031,LaoSat 1,41034,2015-067A,,Payload,3800,Box + 2 Pan,2.5,5,30,,73.750702040974,6.25,34.0633333333333
41032,H-18 (Long March (CZ) YF) (Long March (CZ) 3B),41035,2015-067B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,03/07/2016,37.8656159633052,7.06858347057703,32.7511034136736
41033,Telstar 12 Vantage (Telstar 12V),41036,2015-068A,,Payload,4900,Box + 2 Pan,2.7,6,39,,102.450983943016,7.29,46.1164
41034,H-II LE-5B (H-IIA 204),41037,2015-068B,,Rocket Body,4000,Cyl,4,9.2,9.2,,38.8864201285928,12.5663706143592,35.1858377202057
41035,Yaogan Weixing 29,41038,2015-069A,,Payload,1040,Box + 2 Pan,1.5,1.5,5,,8.09732871631961,2.25,4.79466666666667
41036,L-14B-res (YF40B-res) (Long March (CZ) 4C),41039,2015-069B,,Rocket Body,1000,Cyl,2.9,7.5,7.5,,22.7308413381477,6.60519855417254,20.3850093309808
41037,CZ-4C operational debris (sep motor cover),41040,2015-064C,,Rocket Mission Related Object,,,,,,,,,
41038,CZ-4C operational debris (sep motor cover),41041,2015-064D,,Rocket Mission Related Object,,,,,,,,,
41039,CZ-4C operational debris (sep motor cover),41042,2015-064E,,Rocket Mission Related Object,,,,,,,,,
41040,LISA Pathfinder,41043,2015-070A,,Payload,1906,Cyl,2.3,1,2.3,,4.74889458532539,2.3,3.88379391800038
41041,AVUM (Vega),41044,2015-070B,,Rocket Body,170,Cone + Cyl,1.9,1.7,1.9,16/03/2017,4.29787790307202,2.83528736986479,3.95447975270615
41042,NOAA 16 fragmentation debris,41045,2000-055C,,Payload Fragmentation Debris,,,,,,,,,
41043,NOAA 16 fragmentation debris,41046,2000-055D,,Payload Fragmentation Debris,,,,,,,,,
41044,NOAA 16 fragmentation debris,41047,2000-055E,,Payload Fragmentation Debris,,,,,,,,,
41045,NOAA 16 fragmentation debris,41048,2000-055F,,Payload Fragmentation Debris,,,,,,,,,
41046,NOAA 16 fragmentation debris,41049,2000-055G,,Payload Fragmentation Debris,,,,,,,,,
41047,NOAA 16 fragmentation debris,41050,2000-055H,,Payload Fragmentation Debris,,,,,,,,,
41048,NOAA 16 fragmentation debris,41051,2000-055J,,Payload Fragmentation Debris,,,,,,,,,
41049,NOAA 16 fragmentation debris,41052,2000-055K,,Payload Fragmentation Debris,,,,,,,,,
41050,NOAA 16 fragmentation debris,41053,2000-055L,,Payload Fragmentation Debris,,,,,,,,,
41051,NOAA 16 fragmentation debris,41054,2000-055M,,Payload Fragmentation Debris,,,,,,,,,
41052,NOAA 16 fragmentation debris,41055,2000-055N,,Payload Fragmentation Debris,,,,,,,,,
41053,NOAA 16 fragmentation debris,41056,2000-055P,,Payload Fragmentation Debris,,,,,,,,,
41054,NOAA 16 fragmentation debris,41057,2000-055Q,,Payload Fragmentation Debris,,,,,,,,,
41055,NOAA 16 fragmentation debris,41058,2000-055R,,Payload Fragmentation Debris,,,,,,,,,
41056,NOAA 16 fragmentation debris,41059,2000-055S,,Payload Fragmentation Debris,,,,,,,,,
41057,NOAA 16 fragmentation debris,41060,2000-055T,,Payload Fragmentation Debris,,,,,,,,,
41058,NOAA 16 fragmentation debris,41061,2000-055U,,Payload Fragmentation Debris,,,,,,,,,
41059,NOAA 16 fragmentation debris,41062,2000-055V,,Payload Fragmentation Debris,,,,,,,,,
41060,NOAA 16 fragmentation debris,41063,2000-055W,,Payload Fragmentation Debris,,,,,,,,,
41061,NOAA 16 fragmentation debris,41064,2000-055X,,Payload Fragmentation Debris,,,,,,,,,
41062,NOAA 16 fragmentation debris,41065,2000-055Y,,Payload Fragmentation Debris,,,,,,,,,
41063,NOAA 16 fragmentation debris,41066,2000-055Z,,Payload Fragmentation Debris,,,,,,,,,
41064,NOAA 16 fragmentation debris,41067,2000-055AA,,Payload Fragmentation Debris,,,,,,,,,
41065,NOAA 16 fragmentation debris,41068,2000-055AB,,Payload Fragmentation Debris,,,,,,,,,
41066,NOAA 16 fragmentation debris,41069,2000-055AC,,Payload Fragmentation Debris,,,,,,,,,
41067,NOAA 16 fragmentation debris,41070,2000-055AD,,Payload Fragmentation Debris,,,,,,,,,
41068,NOAA 16 fragmentation debris,41071,2000-055AE,,Payload Fragmentation Debris,,,,,,,,,
41069,NOAA 16 fragmentation debris,41072,2000-055AF,,Payload Fragmentation Debris,,,,,,,,,
41070,NOAA 16 fragmentation debris,41073,2000-055AG,,Payload Fragmentation Debris,,,,,,,,,
41071,NOAA 16 fragmentation debris,41074,2000-055AH,,Payload Fragmentation Debris,,,,,,,,,
41072,NOAA 16 fragmentation debris,41075,2000-055AJ,,Payload Fragmentation Debris,,,,,,,,,
41073,NOAA 16 fragmentation debris,41076,2000-055AK,,Payload Fragmentation Debris,,,,,,,,,
41074,NOAA 16 fragmentation debris,41077,2000-055AL,,Payload Fragmentation Debris,,,,,,,,,
41075,NOAA 16 fragmentation debris,41078,2000-055AM,,Payload Fragmentation Debris,,,,,,,,,
41076,NOAA 16 fragmentation debris,41079,2000-055AN,,Payload Fragmentation Debris,,,,,,,,,
41077,NOAA 16 fragmentation debris,41080,2000-055AP,,Payload Fragmentation Debris,,,,,,,,,
41078,NOAA 16 fragmentation debris,41081,2000-055AQ,,Payload Fragmentation Debris,,,,,,,,,
41079,NOAA 16 fragmentation debris,41082,2000-055AR,,Payload Fragmentation Debris,,,,,,,,,
41080,NOAA 16 fragmentation debris,41083,2000-055AS,,Payload Fragmentation Debris,,,,,,,,,
41081,NOAA 16 fragmentation debris,41084,2000-055AT,,Payload Fragmentation Debris,,,,,,,,,
41082,NOAA 16 fragmentation debris,41085,2000-055AU,,Payload Fragmentation Debris,,,,,,,,,
41083,NOAA 16 fragmentation debris,41086,2000-055AV,,Payload Fragmentation Debris,,,,,,,,,
41084,NOAA 16 fragmentation debris,41087,2000-055AW,,Payload Fragmentation Debris,,,,,,,,,
41085,NOAA 16 fragmentation debris,41088,2000-055AX,,Payload Fragmentation Debris,,,,,,,,,
41086,NOAA 16 fragmentation debris,41089,2000-055AY,,Payload Fragmentation Debris,,,,,,,,,
41087,NOAA 16 fragmentation debris,41090,2000-055AZ,,Payload Fragmentation Debris,,,,,,,,,
41088,NOAA 16 fragmentation debris,41091,2000-055BA,,Payload Fragmentation Debris,,,,,,,,,
41089,NOAA 16 fragmentation debris,41092,2000-055BB,,Payload Fragmentation Debris,,,,,,,,,
41090,NOAA 16 fragmentation debris,41093,2000-055BC,,Payload Fragmentation Debris,,,,,,,,,
41091,NOAA 16 fragmentation debris,41094,2000-055BD,,Payload Fragmentation Debris,,,,,,,,,
41092,NOAA 16 fragmentation debris,41095,2000-055BE,,Payload Fragmentation Debris,,,,,,,,,
41093,NOAA 16 fragmentation debris,41096,2000-055BF,,Payload Fragmentation Debris,,,,,,,,,
41094,NOAA 16 fragmentation debris,41097,2000-055BG,,Payload Fragmentation Debris,,,,,,,,,
41095,Cosmos-2511,41098,2015-071A,,Payload,1391,Box + 1 Pan,2.6,1.3,4.4,08/12/2015,14.7273833973194,3.38,8.9266
41096,Cosmos-2512,41099,2015-071B,,Payload,16,Sphere,0.8,0.8,0.8,,0.5027,0.5027,0.5027
41097,Blok-I (Soyuz-2-1V Volga),41100,2015-071C,,Rocket Body,2350,Cyl,2.7,6.7,6.7,16/03/2016,18.668308636051,5.55716324493499,16.7759476905368
41098,Cygnus CRS-4,41101,2015-072A,,Payload,7492,Cyl + 2 Pan,2.9,6.4,10.5,20/02/2016,37.3325357032712,6.60519855417254,23.7977225230762
41099,Volga (Soyuz-2-1V Volga),41102,2015-071D,,Rocket Body,900,Cyl,2.7,1,2.7,08/12/2015,8.65571715128095,3.2,6.53451271946677
41100,Chinasat 1C,41103,2015-073A,,Payload,5000,Box + 2 Pan,2.5,5,30,,73.750702040974,6.25,34.0633333333333
41101,H-18 (Long March (CZ) YF) (Long March (CZ) 3B),41104,2015-073B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,14/05/2016,37.8656159633052,7.06858347057703,32.7511034136736
41102,Elektro-L No. 2,41105,2015-074A,,Payload,1855,Box + 1 Pan + 1 Ant,2,2,10,,21.51742940954,4,11.1053333333333
41103,Fregat-SB (Zenit-3F),41106,2015-074B,,Rocket Body,1000,Cyl,3.3,1.7,3.3,,10.2286689997234,5.61,8.68257669635879
41104,Zenit-3 second stage (Zenit-3F),41107,2015-074C,,Rocket Body,9300,Cyl,3.9,11.1,11.1,01/01/2016,44.9080034261197,11.9459060652752,39.9728395261131
41105,Fregat operational debris (SBB),41108,2015-074D,,Rocket Mission Related Object,360,Torus,3.9,0.9,3.9,,8.48230016469244,3.33617251235193,6.70291261805425
41106,Zenit-3F operational debris (sep motor cover),41109,2015-074E,,Rocket Mission Related Object,1,Cone,1,,1,25/12/2015,,,
41107,Zenit-3F operational debris (sep motor cover),41110,2015-074F,,Rocket Mission Related Object,1,Cone,1,,1,29/12/2015,,,
41108,Zenit-3F operational debris (sep motor cover),41111,2015-074G,,Rocket Mission Related Object,1,Cone,1,,1,01/01/2016,,,
41109,Zenit-3F operational debris (sep motor cover),41112,2015-074H,,Rocket Mission Related Object,1,Cone,1,,1,24/12/2015,,,
41110,Fregat SBB tank debris,41113,2015-074J,,Rocket Debris,,,,,,13/11/2017,,,
41111,Fregat SBB tank debris,41114,2015-074K,,Rocket Debris,,,,,,12/01/2016,,,
41112,Fregat SBB tank debris,41115,2015-074L,,Rocket Debris,,,,,,14/01/2016,,,
41113,Cosmos-1217 fragmentation debris,41116,1980-085M,,Payload Fragmentation Debris,,,,,,20/04/2016,,,
41114,Cosmos-1217 fragmentation debris,41117,1980-085N,,Payload Fragmentation Debris,,,,,,,,,
41115,Ariane 44LP fragmentation debris,41118,1991-015Q,50800,Rocket Fragmentation Debris,,,,,,,,,
41116,CZ-3B/E fragmentation debris,41119,2011-077AJ,84800,Rocket Fragmentation Debris,,,,,,,,,
41117,CZ-3B/E fragmentation debris,41120,2011-077AK,76001,Rocket Fragmentation Debris,,,,,,,,,
41118,Cosmos-2513,41121,2015-075A,,Payload,2500,Cyl + 2 Pan,2,6,27,,52.4052127871099,3.14159265358979,24.4229076208976
41119,Briz-M (Proton-M/Briz-M),41122,2015-075B,,Rocket Body,1600,Cyl,2.5,2.6,2.6,,16.3117647854985,10.4,14.451326206513
