id,Name,SATNO,COSPAR ID,VIMPEL ID,Object Class,Mass (kg),Shape,Length (m),Height (m),Depth (m),Re-entry Epoch,Max.cross section (m²),Min. cross section (m²),Avg. cross section (m²)
65289,Fengyun 1C debris,46993,1999-025EZT,,Payload Fragmentation Debris,,,,,,,,,
65290,Fengyun 1C debris,46994,1999-025EZU,,Payload Fragmentation Debris,,,,,,,,,
65291,Fengyun 1C debris,46995,1999-025EZV,,Payload Fragmentation Debris,,,,,,,,,
65292,Fengyun 1C debris,46996,1999-025EZW,,Payload Fragmentation Debris,,,,,,,,,
65293,Fengyun 1C debris,46997,1999-025EZX,,Payload Fragmentation Debris,,,,,,,,,
65294,Fengyun 1C debris,46998,1999-025EZY,,Payload Fragmentation Debris,,,,,,,,,
65295,Fengyun 1C debris,46999,1999-025EZZ,,Payload Fragmentation Debris,,,,,,,,,
65296,Fengyun 1C debris,47000,1999-025FAA,,Payload Fragmentation Debris,,,,,,,,,
65297,Fengyun 1C debris,47001,1999-025FAB,,Payload Fragmentation Debris,,,,,,,,,
65298,Fengyun 1C debris,47002,1999-025FAC,,Payload Fragmentation Debris,,,,,,,,,
65299,Fengyun 1C debris,47003,1999-025FAD,,Payload Fragmentation Debris,,,,,,,,,
65300,Fengyun 1C debris,47004,1999-025FAE,,Payload Fragmentation Debris,,,,,,,,,
65301,Fengyun 1C debris,47005,1999-025FAF,,Payload Fragmentation Debris,,,,,,,,,
65302,Fengyun 1C debris,47006,1999-025FAG,,Payload Fragmentation Debris,,,,,,,,,
65303,Fengyun 1C debris,47007,1999-025FAH,,Payload Fragmentation Debris,,,,,,,,,
65304,Fengyun 1C debris,47008,1999-025FAJ,,Payload Fragmentation Debris,,,,,,,,,
65305,Fengyun 1C debris,47009,1999-025FAK,,Payload Fragmentation Debris,,,,,,,,,
65306,Fengyun 1C debris,47010,1999-025FAL,,Payload Fragmentation Debris,,,,,,,,,
65307,Fengyun 1C debris,47011,1999-025FAM,,Payload Fragmentation Debris,,,,,,,,,
65308,Fengyun 1C debris,47012,1999-025FAN,,Payload Fragmentation Debris,,,,,,,,,
65309,Fengyun 1C debris,47013,1999-025FAP,,Payload Fragmentation Debris,,,,,,,,,
65310,Fengyun 1C debris,47014,1999-025FAQ,,Payload Fragmentation Debris,,,,,,,,,
65311,Fengyun 1C debris,47015,1999-025FAR,,Payload Fragmentation Debris,,,,,,,,,
65312,Fengyun 1C debris,47016,1999-025FAS,,Payload Fragmentation Debris,,,,,,,,,
65313,Fengyun 1C debris,47017,1999-025FAT,,Payload Fragmentation Debris,,,,,,,,,
65314,Fengyun 1C debris,47018,1999-025FAU,,Payload Fragmentation Debris,,,,,,,,,
65315,Fengyun 1C debris,47019,1999-025FAV,,Payload Fragmentation Debris,,,,,,,,,
65316,Fengyun 1C debris,47020,1999-025FAW,,Payload Fragmentation Debris,,,,,,,,,
65317,Fengyun 1C debris,47021,1999-025FAX,,Payload Fragmentation Debris,,,,,,,,,
65318,Fengyun 1C debris,47022,1999-025FAY,,Payload Fragmentation Debris,,,,,,,,,
65319,Fengyun 1C debris,47023,1999-025FAZ,,Payload Fragmentation Debris,,,,,,,,,
65320,Fengyun 1C debris,47024,1999-025FBA,,Payload Fragmentation Debris,,,,,,,,,
65321,Fengyun 1C debris,47025,1999-025FBB,,Payload Fragmentation Debris,,,,,,,,,
65322,Fengyun 1C debris,47026,1999-025FBC,,Payload Fragmentation Debris,,,,,,,,,
65323,Fengyun 1C debris,47027,1999-025FBD,,Payload Fragmentation Debris,,,,,,,,,
65324,Fengyun 1C debris,47028,1999-025FBE,,Payload Fragmentation Debris,,,,,,,,,
65325,Fengyun 1C debris,47029,1999-025FBF,,Payload Fragmentation Debris,,,,,,,,,
65326,Fengyun 1C debris,47030,1999-025FBG,,Payload Fragmentation Debris,,,,,,,,,
65327,Fengyun 1C debris,47031,1999-025FBH,,Payload Fragmentation Debris,,,,,,,,,
65328,Fengyun 1C debris,47032,1999-025FBJ,,Payload Fragmentation Debris,,,,,,,,,
65329,Fengyun 1C debris,47033,1999-025FBK,,Payload Fragmentation Debris,,,,,,,,,
65330,Fengyun 1C debris,47034,1999-025FBL,,Payload Fragmentation Debris,,,,,,,,,
65331,Fengyun 1C debris,47035,1999-025FBM,,Payload Fragmentation Debris,,,,,,,,,
65332,Fengyun 1C debris,47036,1999-025FBN,,Payload Fragmentation Debris,,,,,,,,,
65333,Fengyun 1C debris,47037,1999-025FBP,,Payload Fragmentation Debris,,,,,,,,,
65334,Fengyun 1C debris,47038,1999-025FBQ,,Payload Fragmentation Debris,,,,,,,,,
65335,Fengyun 1C debris,47039,1999-025FBR,,Payload Fragmentation Debris,,,,,,,,,
65336,Fengyun 1C debris,47040,1999-025FBS,,Payload Fragmentation Debris,,,,,,,,,
65337,Fengyun 1C debris,47041,1999-025FBT,,Payload Fragmentation Debris,,,,,,,,,
65338,Fengyun 1C debris,47042,1999-025FBU,,Payload Fragmentation Debris,,,,,,,,,
65339,Fengyun 1C debris,47043,1999-025FBV,,Payload Fragmentation Debris,,,,,,,,,
65340,Fengyun 1C debris,47044,1999-025FBW,,Payload Fragmentation Debris,,,,,,,,,
65341,Cosmos-2251 debris,47045,1993-036BWX,,Payload Fragmentation Debris,,,,,,,,,
65342,Cosmos-2251 debris,47046,1993-036BWY,,Payload Fragmentation Debris,,,,,,,,,
65343,Cosmos-2251 debris,47047,1993-036BWZ,,Payload Fragmentation Debris,,,,,,,,,
65344,Cosmos-2251 debris,47048,1993-036BXA,,Payload Fragmentation Debris,,,,,,,,,
65345,Cosmos-2251 debris,47049,1993-036BXB,,Payload Fragmentation Debris,,,,,,,,,
65346,Cosmos-2251 debris,47050,1993-036BXC,,Payload Fragmentation Debris,,,,,,,,,
65347,Cosmos-2251 debris,47051,1993-036BXD,,Payload Fragmentation Debris,,,,,,,,,
65348,Cosmos-2251 debris,47052,1993-036BXE,,Payload Fragmentation Debris,,,,,,,,,
65349,Cosmos-2251 debris,47053,1993-036BXF,,Payload Fragmentation Debris,,,,,,,,,
65350,Cosmos-2251 debris,47054,1993-036BXG,,Payload Fragmentation Debris,,,,,,,,,
65351,Cosmos-2251 debris,47055,1993-036BXH,,Payload Fragmentation Debris,,,,,,,,,
65352,Cosmos-2251 debris,47056,1993-036BXJ,,Payload Fragmentation Debris,,,,,,,,,
65353,Cosmos-2251 debris,47057,1993-036BXK,,Payload Fragmentation Debris,,,,,,,,,
65354,Cosmos-2251 debris,47058,1993-036BXL,,Payload Fragmentation Debris,,,,,,,,,
65355,Cosmos-2251 debris,47059,1993-036BXM,,Payload Fragmentation Debris,,,,,,,,,
65356,Cosmos-2251 debris,47060,1993-036BXN,,Payload Fragmentation Debris,,,,,,,,,
65357,Cosmos-2251 debris,47061,1993-036BXP,,Payload Fragmentation Debris,,,,,,,,,
65358,Cosmos-2251 debris,47062,1993-036BXQ,,Payload Fragmentation Debris,,,,,,,,,
65359,Cosmos-2251 debris,47063,1993-036BXR,,Payload Fragmentation Debris,,,,,,,,,
65360,Cosmos-2251 debris,47064,1993-036BXS,,Payload Fragmentation Debris,,,,,,,,,
65361,Cosmos-2251 debris,47065,1993-036BXT,,Payload Fragmentation Debris,,,,,,,,,
65362,Cosmos-2251 debris,47066,1993-036BXU,,Payload Fragmentation Debris,,,,,,,,,
65363,Cosmos-2251 debris,47067,1993-036BXV,,Payload Fragmentation Debris,,,,,,,,,
65364,Cosmos-2251 debris,47068,1993-036BXW,,Payload Fragmentation Debris,,,,,,,,,
65365,Cosmos-2251 debris,47069,1993-036BXX,,Payload Fragmentation Debris,,,,,,,,,
65366,Cosmos-2251 debris,47070,1993-036BXY,,Payload Fragmentation Debris,,,,,,,,,
65367,Cosmos-2251 debris,47071,1993-036BXZ,,Payload Fragmentation Debris,,,,,,,,,
65368,Cosmos-2251 debris,47073,1993-036BYB,,Payload Fragmentation Debris,,,,,,,,,
65369,Cosmos-2251 debris,47074,1993-036BYC,,Payload Fragmentation Debris,,,,,,,,,
65370,Cosmos-2251 debris,47075,1993-036BYD,,Payload Fragmentation Debris,,,,,,,,,
65371,Cosmos-2251 debris,47076,1993-036BYE,,Payload Fragmentation Debris,,,,,,,,,
65372,Cosmos-2251 debris,47077,1993-036BYF,,Payload Fragmentation Debris,,,,,,,,,
65373,Tsyklon-3-3 debris,47078,1991-056DC,,Rocket Fragmentation Debris,,,,,,,,,
65374,Tsyklon-3-3 debris,47079,1991-056DD,,Rocket Fragmentation Debris,,,,,,,,,
65375,Tsyklon-3-3 debris,47080,1991-056DE,,Rocket Fragmentation Debris,,,,,,,,,
65376,Tsyklon-3-3 debris,47081,1991-056DF,,Rocket Fragmentation Debris,,,,,,,,,
65377,Tsyklon-3-3 debris,47082,1991-056DG,,Rocket Fragmentation Debris,,,,,,,,,
65378,Tsyklon-3-3 debris,47083,1991-056DH,,Rocket Fragmentation Debris,,,,,,,,,
65379,Tsyklon-3-3 debris,47084,1991-056DJ,,Rocket Fragmentation Debris,,,,,,,,,
65380,Tsyklon-3-3 debris,47085,1991-056DK,,Rocket Fragmentation Debris,,,,,,,,,
65381,Tsyklon-3-3 debris,47086,1991-056DL,,Rocket Fragmentation Debris,,,,,,,,,
65382,Tsyklon-3-3 debris,47087,1991-056DM,,Rocket Fragmentation Debris,,,,,,,,,
65383,Tsyklon-3-3 debris,47088,1991-056DN,,Rocket Fragmentation Debris,,,,,,,,,
65384,Tsyklon-3-3 debris,47089,1991-056DP,,Rocket Fragmentation Debris,,,,,,,,,
65385,Tsyklon-3-3 debris,47090,1991-056DQ,,Rocket Fragmentation Debris,,,,,,,,,
65386,Tsyklon-3-3 debris,47091,1991-056DR,,Rocket Fragmentation Debris,,,,,,,,,
65387,Tsyklon-3-3 debris,47092,1991-056DS,,Rocket Fragmentation Debris,,,,,,,,,
65388,,47094,2011-037NF,,Rocket Fragmentation Debris,,,,,,,,,
65389,,47095,2011-037NG,,Rocket Fragmentation Debris,,,,,,,,,
65390,Centaur AV-049 debris,47096,2014-055DF,,Rocket Fragmentation Debris,,,,,,,,,
65391,Chang'e-5 Guidao,47097,2020-087A,,Payload,8250,Cyl + 2 Pan,4,2,10,,34.097,8,19.0077
65392,Fengyun 1C debris,47104,1999-025FCC,,Payload Fragmentation Debris,,,,,,,,,
65393,Fengyun 1C debris,47105,1999-025FCD,,Payload Fragmentation Debris,,,,,,07/12/2020,,,
65394,Fengyun 1C debris,47106,1999-025FCE,,Payload Fragmentation Debris,,,,,,,,,
65395,H10 debris,47107,1992-052N,,Rocket Fragmentation Debris,,,,,,,,,
65396,H10 debr,47108,1992-052P,,Rocket Fragmentation Debris,,,,,,,,,
65397,Briz-M (88515) fragmentation debris,47109,2006-006DH,,Rocket Fragmentation Debris,,,,,,,,,
65398,Cosmos-2491 debris,47110,2013-076AF,,Payload Fragmentation Debris,,,,,,,,,
65399,Cosmos-2491 debris,47111,2013-076AG,,Payload Fragmentation Debris,,,,,,,,,
65400,Fregat SBB debris,47113,2011-037NJ,,Rocket Fragmentation Debris,,,,,,,,,
65401,Delta 300 fragmentation,47114,1973-086JF,,Rocket Fragmentation Debris,,,,,,,,,
65402,Cosmos-1484 debris,47115,1983-075BJ,,Rocket Debris,,,,,,,,,
65403,Cosmos-2251 debris,47116,1993-036BYG,,Payload Fragmentation Debris,,,,,,,,,
65404,Cosmos-2251 debris,47117,1993-036BYH,,Payload Fragmentation Debris,,,,,,,,,
65405,Cosmos-2251 debris,47118,1993-036BYJ,,Payload Fragmentation Debris,,,,,,,,,
65406,Cosmos-2251 debris,47119,1993-036BYK,,Payload Fragmentation Debris,,,,,,,,,
65407,Centaur-5 SEC debris,47120,2014-055DG,,Rocket Fragmentation Debris,,,,,,,,,
65408,Proton-M/DM-2 ullage motor (SOZ) debris,47121,2008-067Z,,Rocket Fragmentation Debris,,,,,,,,,
65409,Cosmos-2251 debris,47072,1993-036BYA,,Payload Fragmentation Debris,,,,,,,,,
65410,SpaceBEE 26,46956,2020-085AD,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65411,SpaceBEE NZ-2,46957,2020-085AE,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65412,Fengyun 1C debris,47099,1999-025FBX,,Payload Fragmentation Debris,,,,,,,,,
65413,Fengyun 1C debris,47100,1999-025FBY,,Payload Fragmentation Debris,,,,,,,,,
65414,Fengyun 1C debris,47101,1999-025FBZ,,Payload Fragmentation Debris,,,,,,,,,
65415,Fengyun 1C debris,47102,1999-025FCA,,Payload Fragmentation Debris,,,,,,,,,
65416,Fengyun 1C debris,47103,1999-025FCB,,Payload Fragmentation Debris,,,,,,,,,
65417,Nimbus 2 debris,47186,1966-040BW,,Payload Fragmentation Debris,,,,,,,,,
65418,H-IIA 202 lower payload fairing half debris,47187,2018-084CU,,Rocket Fragmentation Debris,,,,,,,,,
65419,H-IIA 202 lower payload fairing half debris,47188,2018-084CV,,Rocket Fragmentation Debris,,,,,,12/12/2020,,,
65420,H-IIA 202 lower payload fairing half debris,47189,2018-084CW,,Rocket Fragmentation Debris,,,,,,,,,
65421,H-IIA 202 lower payload fairing half debris,47190,2018-084CX,,Rocket Fragmentation Debris,,,,,,26/02/2021,,,
65422,H-IIA 202 lower payload fairing half debris,47191,2018-084CY,,Rocket Fragmentation Debris,,,,,,22/02/2021,,,
65423,H-IIA 202 lower payload fairing half debris,47192,2018-084CZ,,Rocket Fragmentation Debris,,,,,,11/02/2021,,,
65424,H-IIA 202 lower payload fairing half debris,47193,2018-084DA,,Rocket Fragmentation Debris,,,,,,,,,
65425,H-IIA 202 lower payload fairing half debris,47194,2018-084DB,,Rocket Fragmentation Debris,,,,,,26/01/2021,,,
65426,H-IIA 202 lower payload fairing half debris,47195,2018-084DC,,Rocket Fragmentation Debris,,,,,,07/02/2021,,,
65427,H-IIA 202 lower payload fairing half debris,47196,2018-084DD,,Rocket Fragmentation Debris,,,,,,01/12/2020,,,
65428,H-IIA 202 lower payload fairing half debris,47197,2018-084DE,,Rocket Fragmentation Debris,,,,,,,,,
65429,Resurs-O1 N3 debris,47198,1994-074CL,,Payload Fragmentation Debris,,,,,,,,,
65430,Resurs-O1 N3 debris,47200,1994-074CN,,Payload Fragmentation Debris,,,,,,,,,
65431,Resurs-O1 N3 debris,47201,1994-074CP,,Payload Fragmentation Debris,,,,,,,,,
65432,Resurs-O1 N3 debris,47199,1994-074CM,,Payload Fragmentation Debris,,,,,,,,,
65433,Fregat SBB debris,47112,2011-037NH,,Rocket Fragmentation Debris,,,,,,,,,
65434,SpaceBEE 39,46958,2020-085AF,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65435,SpaceBEE NZ-1,46959,2020-085AG,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65436,,,,9601,Unknown,,,,,,,,,
65437,,,,90502,Unknown,,,,,,,,,
65438,,,,63111,Unknown,,,,,,,,,
65439,,,,46603,Unknown,,,,,,,,,
65440,,,,80012,Unknown,,,,,,,,,
65441,,,,74638,Unknown,,,,,,,,,
65442,,,,147214,Unknown,,,,,,,,,
65443,,,,13205,Unknown,,,,,,,,,
65444,,,,68506,Unknown,,,,,,,,,
65445,,,,138907,Unknown,,,,,,,,,
65446,,,,134306,Unknown,,,,,,,,,
65447,,,,60707,Unknown,,,,,,,,,
65448,,,,71727,Unknown,,,,,,,,,
65449,,,,125103,Unknown,,,,,,,,,
65450,,,,143031,Unknown,,,,,,,,,
65451,,,,126905,Unknown,,,,,,,,,
65452,,,,56002,Unknown,,,,,,,,,
65453,,,,64208,Unknown,,,,,,,,,
65454,,,,87505,Unknown,,,,,,,,,
65455,,,,37202,Unknown,,,,,,,,,
65456,,,,105300,Unknown,,,,,,,,,
65457,,,,130004,Unknown,,,,,,,,,
65458,,,,38102,Unknown,,,,,,,,,
65459,,,,77014,Unknown,,,,,,,,,
65460,,,,111702,Unknown,,,,,,,,,
65461,,,,143593,Unknown,,,,,,,,,
65462,,,,143594,Unknown,,,,,,,,,
65463,,,,64108,Unknown,,,,,,,,,
65464,,,,29301,Unknown,,,,,,,,,
65465,,,,79222,Unknown,,,,,,,,,
65466,,,,65405,Unknown,,,,,,,,,
65467,H-II LE-5B (H-IIA 202),47203,2020-089B,,Rocket Body,4000,Cyl,4,9.2,9.2,,38.8864201285928,12.5663706143592,35.1858377202057
65468,Deta chukei eisei 1 (DRS-1),47202,2020-089A,,Payload,3800,Box + 2 Pan,2.4,2.2,17,,37.4629,5.28,17.5655
65469,Resurs-O1 N3 debris,47223,1994-074DJ,,Payload Fragmentation Debris,,,,,,,,,
65470,Resurs-O1 N3 debris,47204,1994-074CQ,,Payload Fragmentation Debris,,,,,,,,,
65471,Resurs-O1 N3 debris,47205,1994-074CR,,Payload Fragmentation Debris,,,,,,,,,
65472,Resurs-O1 N3 debris,47206,1994-074CS,,Payload Fragmentation Debris,,,,,,,,,
65473,Resurs-O1 N3 debris,47207,1994-074CT,,Payload Fragmentation Debris,,,,,,,,,
65474,Resurs-O1 N3 deb,47208,1994-074CU,,Payload Fragmentation Debris,,,,,,,,,
65475,Resurs-O1 N3 debris,47209,1994-074CV,,Payload Fragmentation Debris,,,,,,,,,
65476,Resurs-O1 N3 debris,47210,1994-074CW,,Payload Fragmentation Debris,,,,,,,,,
65477,Resurs-O1 N3 debris,47211,1994-074CX,,Payload Fragmentation Debris,,,,,,,,,
65478,Cosmos-2506 operational debris,47212,2015-029C,,Payload Mission Related Object,,,,,,,,,
65479,Resurs-O1 N3 debris,47213,1994-074CY,,Payload Fragmentation Debris,,,,,,,,,
65480,Resurs-O1 N3 debris,47214,1994-074CZ,,Payload Fragmentation Debris,,,,,,,,,
65481,Resurs-O1 N3 debris,47215,1994-074DA,,Payload Fragmentation Debris,,,,,,,,,
65482,CORVUS BC5,46931,2020-085C,,Payload,10,Box + 2 Pan,0.2,0.3,0.4,,0.126,0.04,0.0924
65483,Resurs-O1 N3 debris,47217,1994-074DC,,Payload Fragmentation Debris,,,,,,,,,
65484,Resurs-O1 N3 debris,47216,1994-074DB,,Payload Fragmentation Debris,,,,,,,,,
65485,Resurs-O1 N3 debris,47219,1994-074DE,,Payload Fragmentation Debris,,,,,,,,,
65486,Resurs-O1 N3 debris,47220,1994-074DF,,Payload Fragmentation Debris,,,,,,,,,
65487,Resurs-O1 N3debris,47218,1994-074DD,,Payload Fragmentation Debris,,,,,,,,,
65488,Resurs-O1 N3 debris,47221,1994-074DG,,Payload Fragmentation Debris,,,,,,,,,
65489,Resurs-O1 N3 debris,47224,1994-074DK,,Payload Fragmentation Debris,,,,,,,,,
65490,Resurs-O1 N3 debris,47225,1994-074DL,,Payload Fragmentation Debris,,,,,,,,,
65491,Resurs-O1 N3 debris,47222,1994-074DH,,Payload Fragmentation Debris,,,,,,,,,
65492,Starlink 1777,47122,2020-088A,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65493,Starlink 1779,47123,2020-088B,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65494,Starlink 1785,47124,2020-088C,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65495,Starlink 1787,47125,2020-088D,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65496,Starlink 1812,47126,2020-088E,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65497,Starlink 1836,47127,2020-088F,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65498,Starlink 1837,47128,2020-088G,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65499,Starlink 1838,47129,2020-088H,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65500,Starlink 1839,47130,2020-088J,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65501,Starlink 1840,47131,2020-088K,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65502,Starlink 1842,47132,2020-088L,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65503,Starlink 1843,47133,2020-088M,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65504,Starlink 1844,47134,2020-088N,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65505,Starlink 1845,47135,2020-088P,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65506,Starlink 1846,47136,2020-088Q,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65507,Starlink 1849,47137,2020-088R,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65508,Starlink 1850,47138,2020-088S,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65509,Starlink 1852,47139,2020-088T,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65510,Starlink 1853,47140,2020-088U,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65511,Starlink 1855,47142,2020-088W,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65512,Starlink 1856,47143,2020-088X,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65513,Starlink 1857,47144,2020-088Y,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65514,Starlink 1858,47145,2020-088Z,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65515,Starlink 1859,47146,2020-088AA,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65516,Starlink 1860,47147,2020-088AB,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65517,Starlink 1861,47148,2020-088AC,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65518,Starlink 1862,47149,2020-088AD,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65519,Starlink 1863,47150,2020-088AE,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65520,Starlink 1864,47151,2020-088AF,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65521,Starlink 1866,47152,2020-088AG,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65522,Starlink 1867,47153,2020-088AH,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65523,Starlink 1868,47154,2020-088AJ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65524,Starlink 1869,47155,2020-088AK,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65525,Starlink 1870,47156,2020-088AL,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65526,Starlink 1871,47157,2020-088AM,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65527,Starlink 1873,47158,2020-088AN,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65528,Starlink 1874,47159,2020-088AP,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65529,Starlink 1875,47160,2020-088AQ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65530,Starlink 1876,47161,2020-088AR,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65531,Starlink 1877,47162,2020-088AS,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65532,Starlink 1879,47164,2020-088AU,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65533,Starlink 1880,47165,2020-088AV,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65534,Starlink 1881,47166,2020-088AW,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65535,Starlink 1884,47167,2020-088AX,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65536,Starlink 1885,47168,2020-088AY,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65537,Starlink 1886,47169,2020-088AZ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65538,Starlink 1887,47170,2020-088BA,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65539,Starlink 1888,47171,2020-088BB,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65540,Starlink 1889,47172,2020-088BC,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65541,Starlink 1890,47173,2020-088BD,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65542,Starlink 1891,47174,2020-088BE,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65543,Starlink 1895,47175,2020-088BF,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65544,Starlink 1900,47176,2020-088BG,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65545,Starlink 1907,47177,2020-088BH,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65546,Starlink 1912,47178,2020-088BJ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65547,Starlink 1913,47179,2020-088BK,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65548,Starlink 1914,47180,2020-088BL,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65549,Starlink 1927,47181,2020-088BM,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65550,Starlink operational debris (deployment rail),47182,2020-088BN,,Rocket Mission Related Object,5,Cyl,0.02,7,7,19/12/2020,0.14,0.0003,0.1101
65551,Starlink operational debris (deployment rail),47183,2020-088BP,,Rocket Mission Related Object,5,Cyl,0.02,7,7,19/12/2020,0.14,0.0003,0.1101
65552,Starlink operational debris (deployment rail),47184,2020-088BQ,,Rocket Mission Related Object,5,Cyl,0.02,7,7,19/12/2020,0.14,0.0003,0.1101
65553,Starlink operational debris (deployment rail),47185,2020-088BR,,Rocket Mission Related Object,5,Cyl,0.02,7,7,19/12/2020,0.14,0.0003,0.1101
65554,FalconEye 2,47226,2020-090A,,Payload,1197,Hex Cyl + 3 Pan,2,4,8,,22.8117,2.5981,12.145
65555,Starlink 1854,47141,2020-088V,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65556,Starlink 1878,47163,2020-088AT,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65557,Gonets-M No. 32,47229,2020-091C,,Payload,225,Cyl + 1 Ant,0.8,1.6,7,,2.1324,1.5721,1.79827132352941
65558,Gonets-M No. 30,47227,2020-091A,,Payload,225,Cyl + 1 Ant,0.8,1.6,7,,2.1324,1.5721,1.79827132352941
